0.01,0.687788,0,0,-0.687788,0,0,-0.35493,0,0,0.35493,0,0,0.231386,0,0,-0.231386,0,0,-0.156337,0,0,0.156337,0,0
0.02,1.37554,0,0,-1.37554,0,0,-0.709855,0,0,0.709855,0,0,0.46278,0,0,-0.46278,0,0,-0.312681,0,0,0.312681,0,0
0.03,2.06326,0,0,-2.06326,0,0,-1.06478,0,0,1.06478,0,0,0.694184,0,0,-0.694184,0,0,-0.469033,0,0,0.469033,0,0
0.04,2.75094,0,0,-2.75094,0,0,-1.41969,0,0,1.41969,0,0,0.925596,0,0,-0.925596,0,0,-0.625391,0,0,0.625391,0,0
0.05,3.43858,0,0,-3.43858,0,0,-1.7746,0,0,1.7746,0,0,1.15702,0,0,-1.15702,0,0,-0.781757,0,0,0.781757,0,0
0.06,4.1262,0,0,-4.1262,0,0,-2.12951,0,0,2.12951,0,0,1.38845,0,0,-1.38845,0,0,-0.938131,0,0,0.938131,0,0
0.07,4.81377,0,0,-4.81377,0,0,-2.48441,0,0,2.48441,0,0,1.61989,0,0,-1.61989,0,0,-1.09451,0,0,1.09451,0,0
0.08,5.50131,0,0,-5.50131,0,0,-2.83931,0,0,2.83931,0,0,1.85134,0,0,-1.85134,0,0,-1.2509,0,0,1.2509,0,0
0.09,6.18882,0,0,-6.18882,0,0,-3.1942,0,0,3.1942,0,0,2.0828,0,0,-2.0828,0,0,-1.40729,0,0,1.40729,0,0
0.1,6.87629,0,0,-6.87629,0,0,-3.54909,0,0,3.54909,0,0,2.31426,0,0,-2.31426,0,0,-1.5637,0,0,1.5637,0,0
0.11,7.56372,0,0,-7.56372,0,0,-3.90398,0,0,3.90398,0,0,2.54574,0,0,-2.54574,0,0,-1.72011,0,0,1.72011,0,0
0.12,8.25112,0,0,-8.25112,0,0,-4.25886,0,0,4.25886,0,0,2.77722,0,0,-2.77722,0,0,-1.87652,0,0,1.87652,0,0
0.13,8.93848,0,0,-8.93848,0,0,-4.61373,0,0,4.61373,0,0,3.00872,0,0,-3.00872,0,0,-2.03295,0,0,2.03295,0,0
0.14,9.62581,0,0,-9.62581,0,0,-4.9686,0,0,4.9686,0,0,3.24022,0,0,-3.24022,0,0,-2.18938,0,0,2.18938,0,0
0.15,10.3131,0,0,-10.3131,0,0,-5.32347,0,0,5.32347,0,0,3.47173,0,0,-3.47173,0,0,-2.34582,0,0,2.34582,0,0
0.16,11.0004,0,0,-11.0004,0,0,-5.67833,0,0,5.67833,0,0,3.70325,0,0,-3.70325,0,0,-2.50226,0,0,2.50226,0,0
0.17,11.6876,0,0,-11.6876,0,0,-6.03318,0,0,6.03318,0,0,3.93478,0,0,-3.93478,0,0,-2.65872,0,0,2.65872,0,0
0.18,12.3748,0,0,-12.3748,0,0,-6.38803,0,0,6.38803,0,0,4.16632,0,0,-4.16632,0,0,-2.81518,0,0,2.81518,0,0
0.19,13.0619,0,0,-13.0619,0,0,-6.74288,0,0,6.74288,0,0,4.39787,0,0,-4.39787,0,0,-2.97164,0,0,2.97164,0,0
0.2,13.749,0,0,-13.749,0,0,-7.09772,0,0,7.09772,0,0,4.62943,0,0,-4.62943,0,0,-3.12812,0,0,3.12812,0,0
0.21,14.4361,0,0,-14.4361,0,0,-7.45256,0,0,7.45256,0,0,4.86099,0,0,-4.86099,0,0,-3.2846,0,0,3.2846,0,0
0.22,15.1232,0,0,-15.1232,0,0,-7.80739,0,0,7.80739,0,0,5.09257,0,0,-5.09257,0,0,-3.44109,0,0,3.44109,0,0
0.23,15.8102,0,0,-15.8102,0,0,-8.16222,0,0,8.16222,0,0,5.32415,0,0,-5.32415,0,0,-3.59759,0,0,3.59759,0,0
0.24,16.4971,0,0,-16.4971,0,0,-8.51705,0,0,8.51705,0,0,5.55575,0,0,-5.55575,0,0,-3.75409,0,0,3.75409,0,0
0.25,17.1841,0,0,-17.1841,0,0,-8.87187,0,0,8.87187,0,0,5.78735,0,0,-5.78735,0,0,-3.9106,0,0,3.9106,0,0
0.26,17.871,0,0,-17.871,0,0,-9.22668,0,0,9.22668,0,0,6.01896,0,0,-6.01896,0,0,-4.06712,0,0,4.06712,0,0
0.27,18.5578,0,0,-18.5578,0,0,-9.58149,0,0,9.58149,0,0,6.25058,0,0,-6.25058,0,0,-4.22365,0,0,4.22365,0,0
0.28,19.2447,0,0,-19.2447,0,0,-9.93629,0,0,9.93629,0,0,6.48221,0,0,-6.48221,0,0,-4.38018,0,0,4.38018,0,0
0.29,19.9315,0,0,-19.9315,0,0,-10.2911,0,0,10.2911,0,0,6.71385,0,0,-6.71385,0,0,-4.53672,0,0,4.53672,0,0
0.3,20.6182,0,0,-20.6182,0,0,-10.6459,0,0,10.6459,0,0,6.9455,0,0,-6.9455,0,0,-4.69327,0,0,4.69327,0,0
0.31,21.305,0,0,-21.305,0,0,-11.0007,0,0,11.0007,0,0,7.17715,0,0,-7.17715,0,0,-4.84983,0,0,4.84983,0,0
0.32,21.9916,0,0,-21.9916,0,0,-11.3555,0,0,11.3555,0,0,7.40882,0,0,-7.40882,0,0,-5.00639,0,0,5.00639,0,0
0.33,22.6783,0,0,-22.6783,0,0,-11.7103,0,0,11.7103,0,0,7.6405,0,0,-7.6405,0,0,-5.16296,0,0,5.16296,0,0
0.34,23.3649,0,0,-23.3649,0,0,-12.065,0,0,12.065,0,0,7.87218,0,0,-7.87218,0,0,-5.31953,0,0,5.31953,0,0
0.35,24.0515,0,0,-24.0515,0,0,-12.4198,0,0,12.4198,0,0,8.10387,0,0,-8.10387,0,0,-5.47612,0,0,5.47612,0,0
0.36,24.738,0,0,-24.738,0,0,-12.7746,0,0,12.7746,0,0,8.33557,0,0,-8.33557,0,0,-5.63271,0,0,5.63271,0,0
0.37,25.4246,0,0,-25.4246,0,0,-13.1293,0,0,13.1293,0,0,8.56729,0,0,-8.56729,0,0,-5.78931,0,0,5.78931,0,0
0.38,26.111,0,0,-26.111,0,0,-13.4841,0,0,13.4841,0,0,8.79901,0,0,-8.79901,0,0,-5.94591,0,0,5.94591,0,0
0.39,26.7975,0,0,-26.7975,0,0,-13.8388,0,0,13.8388,0,0,9.03073,0,0,-9.03073,0,0,-6.10253,0,0,6.10253,0,0
0.4,27.4839,0,0,-27.4839,0,0,-14.1936,0,0,14.1936,0,0,9.26247,0,0,-9.26247,0,0,-6.25915,0,0,6.25915,0,0
0.41,28.1703,0,0,-28.1703,0,0,-14.5483,0,0,14.5483,0,0,9.49422,0,0,-9.49422,0,0,-6.41578,0,0,6.41578,0,0
0.42,28.8566,0,0,-28.8566,0,0,-14.9031,0,0,14.9031,0,0,9.72598,0,0,-9.72598,0,0,-6.57241,0,0,6.57241,0,0
0.43,29.5429,0,0,-29.5429,0,0,-15.2578,0,0,15.2578,0,0,9.95774,0,0,-9.95774,0,0,-6.72905,0,0,6.72905,0,0
0.44,30.2291,0,0,-30.2291,0,0,-15.6125,0,0,15.6125,0,0,10.1895,0,0,-10.1895,0,0,-6.8857,0,0,6.8857,0,0
0.45,30.9154,0,0,-30.9154,0,0,-15.9673,0,0,15.9673,0,0,10.4213,0,0,-10.4213,0,0,-7.04236,0,0,7.04236,0,0
